nb_cons,nb_prod,nb threads,Mesure i,time
24,24,16,5,0:00.19
25,24,16,1,0:00.18
25,24,16,2,0:00.19
25,24,16,3,0:00.19
25,24,16,4,0:00.21
25,24,16,5,0:00.19
25,25,16,1,0:00.19
25,25,16,2,0:00.20
25,25,16,3,0:00.18
25,25,16,4,0:00.18
25,25,16,5,0:00.19
26,25,16,1,0:00.18
26,25,16,2,0:00.19
26,25,16,3,0:00.19
26,25,16,4,0:00.19
26,25,16,5,0:00.19
26,26,16,1,0:00.19
26,26,16,2,0:00.19
26,26,16,3,0:00.18
26,26,16,4,0:00.21
26,26,16,5,0:00.19
27,26,16,1,0:00.19
27,26,16,2,0:00.19
27,26,16,3,0:00.20
27,26,16,4,0:00.19
27,26,16,5,0:00.19
27,27,16,1,0:00.19
27,27,16,2,0:00.18
27,27,16,3,0:00.19
27,27,16,4,0:00.18
27,27,16,5,0:00.18
28,27,16,1,0:00.20
28,27,16,2,0:00.19
28,27,16,3,0:00.19
28,27,16,4,0:00.19
28,27,16,5,0:00.19
28,28,16,1,0:00.18
28,28,16,2,0:00.19
28,28,16,3,0:00.19
28,28,16,4,0:00.20
28,28,16,5,0:00.19
29,28,16,1,0:00.18
29,28,16,2,0:00.19
29,28,16,3,0:00.19
29,28,16,4,0:00.20
29,28,16,5,0:00.20
29,29,16,1,0:00.19
29,29,16,2,0:00.19
29,29,16,3,0:00.18
29,29,16,4,0:00.19
29,29,16,5,0:00.19
30,29,16,1,0:00.19
30,29,16,2,0:00.19
30,29,16,3,0:00.18
30,29,16,4,0:00.18
30,29,16,5,0:00.19
30,30,16,1,0:00.21
30,30,16,2,0:00.19
30,30,16,3,0:00.18
30,30,16,4,0:00.19
30,30,16,5,0:00.18
31,30,16,1,0:00.18
31,30,16,2,0:00.19
31,30,16,3,0:00.18
31,30,16,4,0:00.19
31,30,16,5,0:00.19
31,31,16,1,0:00.19
31,31,16,2,0:00.19
31,31,16,3,0:00.20
31,31,16,4,0:00.19
31,31,16,5,0:00.21
32,31,16,1,0:00.19
32,31,16,2,0:00.18
32,31,16,3,0:00.19
32,31,16,4,0:00.18
32,31,16,5,0:00.19
32,32,16,1,0:00.19
32,32,16,2,0:00.19
32,32,16,3,0:00.19
32,32,16,4,0:00.19
32,32,16,5,0:00.18
1,1,32,1,0:00.27
1,1,32,2,0:00.27
1,1,32,3,0:00.27
1,1,32,4,0:00.27
1,1,32,5,0:00.27
2,1,32,1,0:00.33
2,1,32,2,0:00.45
2,1,32,3,0:00.31
2,1,32,4,0:00.45
2,1,32,5,0:00.45
2,2,32,1,0:00.18
2,2,32,2,0:00.20
2,2,32,3,0:00.14
2,2,32,4,0:00.14
2,2,32,5,0:00.17
3,2,32,1,0:00.28
3,2,32,2,0:00.27
3,2,32,3,0:00.27
3,2,32,4,0:00.21
3,2,32,5,0:00.19
3,3,32,1,0:00.19
3,3,32,2,0:00.15
3,3,32,3,0:00.16
3,3,32,4,0:00.20
3,3,32,5,0:00.22
4,3,32,1,0:00.19
4,3,32,2,0:00.23
4,3,32,3,0:00.20
4,3,32,4,0:00.21
4,3,32,5,0:00.19
4,4,32,1,0:00.17
4,4,32,2,0:00.20
4,4,32,3,0:00.17
4,4,32,4,0:00.15
4,4,32,5,0:00.20
5,4,32,1,0:00.22
5,4,32,2,0:00.21
5,4,32,3,0:00.24
5,4,32,4,0:00.22
5,4,32,5,0:00.22
5,5,32,1,0:00.20
5,5,32,2,0:00.20
5,5,32,3,0:00.18
5,5,32,4,0:00.18
5,5,32,5,0:00.19
6,5,32,1,0:00.21
6,5,32,2,0:00.21
6,5,32,3,0:00.21
6,5,32,4,0:00.21
6,5,32,5,0:00.23
6,6,32,1,0:00.19
6,6,32,2,0:00.18
6,6,32,3,0:00.19
6,6,32,4,0:00.18
6,6,32,5,0:00.18
7,6,32,1,0:00.21
7,6,32,2,0:00.19
7,6,32,3,0:00.22
7,6,32,4,0:00.20
7,6,32,5,0:00.20
7,7,32,1,0:00.18
7,7,32,2,0:00.18
7,7,32,3,0:00.20
7,7,32,4,0:00.18
7,7,32,5,0:00.21
8,7,32,1,0:00.20
8,7,32,2,0:00.21
8,7,32,3,0:00.21
8,7,32,4,0:00.21
8,7,32,5,0:00.21
8,8,32,1,0:00.20
8,8,32,2,0:00.20
8,8,32,3,0:00.20
8,8,32,4,0:00.20
8,8,32,5,0:00.18
9,8,32,1,0:00.19
9,8,32,2,0:00.19
9,8,32,3,0:00.20
9,8,32,4,0:00.20
9,8,32,5,0:00.20
9,9,32,1,0:00.20
9,9,32,2,0:00.19
9,9,32,3,0:00.19
9,9,32,4,0:00.20
9,9,32,5,0:00.18
10,9,32,1,0:00.20
10,9,32,2,0:00.20
10,9,32,3,0:00.20
10,9,32,4,0:00.21
10,9,32,5,0:00.21
10,10,32,1,0:00.18
10,10,32,2,0:00.19
10,10,32,3,0:00.21
10,10,32,4,0:00.20
10,10,32,5,0:00.19
11,10,32,1,0:00.22
11,10,32,2,0:00.20
11,10,32,3,0:00.21
11,10,32,4,0:00.21
11,10,32,5,0:00.20
11,11,32,1,0:00.19
11,11,32,2,0:00.20
11,11,32,3,0:00.20
11,11,32,4,0:00.18
11,11,32,5,0:00.19
12,11,32,1,0:00.18
12,11,32,2,0:00.20
12,11,32,3,0:00.19
12,11,32,4,0:00.19
12,11,32,5,0:00.19
12,12,32,1,0:00.19
12,12,32,2,0:00.19
12,12,32,3,0:00.19
12,12,32,4,0:00.19
12,12,32,5,0:00.19
13,12,32,1,0:00.19
13,12,32,2,0:00.19
13,12,32,3,0:00.20
13,12,32,4,0:00.18
13,12,32,5,0:00.19
13,13,32,1,0:00.19
13,13,32,2,0:00.19
13,13,32,3,0:00.19
13,13,32,4,0:00.19
13,13,32,5,0:00.20
14,13,32,1,0:00.20
14,13,32,2,0:00.19
14,13,32,3,0:00.20
14,13,32,4,0:00.20
14,13,32,5,0:00.22
14,14,32,1,0:00.19
14,14,32,2,0:00.19
14,14,32,3,0:00.19
14,14,32,4,0:00.19
14,14,32,5,0:00.20
15,14,32,1,0:00.19
15,14,32,2,0:00.18
15,14,32,3,0:00.19
15,14,32,4,0:00.19
15,14,32,5,0:00.18
15,15,32,1,0:00.19
15,15,32,2,0:00.19
15,15,32,3,0:00.19
15,15,32,4,0:00.19
15,15,32,5,0:00.19
16,15,32,1,0:00.20
16,15,32,2,0:00.19
16,15,32,3,0:00.19
16,15,32,4,0:00.18
16,15,32,5,0:00.20
16,16,32,1,0:00.20
16,16,32,2,0:00.19
16,16,32,3,0:00.19
16,16,32,4,0:00.19
16,16,32,5,0:00.19
17,16,32,1,0:00.18
17,16,32,2,0:00.18
17,16,32,3,0:00.19
17,16,32,4,0:00.19
17,16,32,5,0:00.19
17,17,32,1,0:00.19
17,17,32,2,0:00.20
17,17,32,3,0:00.21
17,17,32,4,0:00.19
17,17,32,5,0:00.20
18,17,32,1,0:00.19
18,17,32,2,0:00.19
18,17,32,3,0:00.18
18,17,32,4,0:00.19
18,17,32,5,0:00.18
18,18,32,1,0:00.19
18,18,32,2,0:00.19
18,18,32,3,0:00.18
18,18,32,4,0:00.18
18,18,32,5,0:00.20
19,18,32,1,0:00.19
19,18,32,2,0:00.19
19,18,32,3,0:00.19
19,18,32,4,0:00.19
19,18,32,5,0:00.19
19,19,32,1,0:00.19
19,19,32,2,0:00.19
19,19,32,3,0:00.19
19,19,32,4,0:00.19
19,19,32,5,0:00.18
20,19,32,1,0:00.18
20,19,32,2,0:00.19
20,19,32,3,0:00.20
20,19,32,4,0:00.18
20,19,32,5,0:00.42
20,20,32,1,0:00.21
20,20,32,2,0:00.19
20,20,32,3,0:00.18
20,20,32,4,0:00.18
20,20,32,5,0:00.19
21,20,32,1,0:00.19
21,20,32,2,0:00.19
21,20,32,3,0:00.19
21,20,32,4,0:00.19
21,20,32,5,0:00.19
21,21,32,1,0:00.19
21,21,32,2,0:00.19
21,21,32,3,0:00.19
21,21,32,4,0:00.19
21,21,32,5,0:00.18
22,21,32,1,0:00.18
22,21,32,2,0:00.18
22,21,32,3,0:00.19
22,21,32,4,0:00.19
22,21,32,5,0:00.18
22,22,32,1,0:00.19
22,22,32,2,0:00.19
22,22,32,3,0:00.19
22,22,32,4,0:00.19
22,22,32,5,0:00.19
23,22,32,1,0:00.20
23,22,32,2,0:00.19
23,22,32,3,0:00.18
23,22,32,4,0:00.18
23,22,32,5,0:00.19
23,23,32,1,0:00.19
23,23,32,2,0:00.19
23,23,32,3,0:00.19
23,23,32,4,0:00.19
23,23,32,5,0:00.19
24,23,32,1,0:00.18
24,23,32,2,0:00.19
24,23,32,3,0:00.19
24,23,32,4,0:00.19
24,23,32,5,0:00.18
24,24,32,1,0:00.18
24,24,32,2,0:00.19
24,24,32,3,0:00.19
24,24,32,4,0:00.19
24,24,32,5,0:00.19
25,24,32,1,0:00.19
25,24,32,2,0:00.18
25,24,32,3,0:00.19
25,24,32,4,0:00.19
25,24,32,5,0:00.20
25,25,32,1,0:00.20
25,25,32,2,0:00.20
25,25,32,3,0:00.18
25,25,32,4,0:00.20
25,25,32,5,0:00.20
26,25,32,1,0:00.19
26,25,32,2,0:00.20
26,25,32,3,0:00.23
26,25,32,4,0:00.20
26,25,32,5,0:00.20
26,26,32,1,0:00.20
26,26,32,2,0:00.20
26,26,32,3,0:00.20
26,26,32,4,0:00.20
26,26,32,5,0:00.21
27,26,32,1,0:00.20
27,26,32,2,0:00.21
27,26,32,3,0:00.20
27,26,32,4,0:00.21
27,26,32,5,0:00.20
27,27,32,1,0:00.20
27,27,32,2,0:00.21
27,27,32,3,0:00.19
27,27,32,4,0:00.20
27,27,32,5,0:00.19
28,27,32,1,0:00.19
28,27,32,2,0:00.20
28,27,32,3,0:00.20
28,27,32,4,0:00.20
28,27,32,5,0:00.20
28,28,32,1,0:00.20
28,28,32,2,0:00.20
28,28,32,3,0:00.19
28,28,32,4,0:00.20
28,28,32,5,0:00.20
29,28,32,1,0:00.19
29,28,32,2,0:00.21
29,28,32,3,0:00.21
29,28,32,4,0:00.20
29,28,32,5,0:00.20
29,29,32,1,0:00.21
29,29,32,2,0:00.23
29,29,32,3,0:00.21
29,29,32,4,0:00.19
29,29,32,5,0:00.21
30,29,32,1,0:00.20
30,29,32,2,0:00.20
30,29,32,3,0:00.20
30,29,32,4,0:00.21
30,29,32,5,0:00.20
30,30,32,1,0:00.20
30,30,32,2,0:00.19
30,30,32,3,0:00.21
30,30,32,4,0:00.20
30,30,32,5,0:00.21
31,30,32,1,0:00.19
31,30,32,2,0:00.20
31,30,32,3,0:00.20
31,30,32,4,0:00.19
31,30,32,5,0:00.21
31,31,32,1,0:00.20
31,31,32,2,0:00.20
31,31,32,3,0:00.21
31,31,32,4,0:00.21
31,31,32,5,0:00.22
32,31,32,1,0:00.21
32,31,32,2,0:00.20
32,31,32,3,0:00.20
32,31,32,4,0:00.19
32,31,32,5,0:00.20
32,32,32,1,0:00.19
32,32,32,2,0:00.20
32,32,32,3,0:00.20
32,32,32,4,0:00.20
32,32,32,5,0:00.20
1,1,64,1,0:00.30
1,1,64,2,0:00.27
1,1,64,3,0:00.28
1,1,64,4,0:00.30
1,1,64,5,0:00.30
2,1,64,1,0:00.48
2,1,64,2,0:00.33
2,1,64,3,0:00.33
2,1,64,4,0:00.32
2,1,64,5,0:00.32
2,2,64,1,0:00.16
2,2,64,2,0:00.20
2,2,64,3,0:00.17
2,2,64,4,0:00.18
2,2,64,5,0:00.19
3,2,64,1,0:00.30
3,2,64,2,0:00.30
3,2,64,3,0:00.18
3,2,64,4,0:00.28
3,2,64,5,0:00.28
3,3,64,1,0:00.23
3,3,64,2,0:00.24
3,3,64,3,0:00.21
3,3,64,4,0:00.20
3,3,64,5,0:00.21
4,3,64,1,0:00.22
4,3,64,2,0:00.23
4,3,64,3,0:00.26
4,3,64,4,0:00.20
4,3,64,5,0:00.20
4,4,64,1,0:00.19
4,4,64,2,0:00.21
4,4,64,3,0:00.21
4,4,64,4,0:00.17
4,4,64,5,0:00.17
5,4,64,1,0:00.21
5,4,64,2,0:00.20
5,4,64,3,0:00.22
5,4,64,4,0:00.21
5,4,64,5,0:00.20
5,5,64,1,0:00.18
5,5,64,2,0:00.19
5,5,64,3,0:00.20
5,5,64,4,0:00.21
5,5,64,5,0:00.20
6,5,64,1,0:00.22
6,5,64,2,0:00.21
6,5,64,3,0:00.21
6,5,64,4,0:00.21
6,5,64,5,0:00.22
6,6,64,1,0:00.18
6,6,64,2,0:00.19
6,6,64,3,0:00.17
6,6,64,4,0:00.19
6,6,64,5,0:00.18
7,6,64,1,0:00.19
7,6,64,2,0:00.20
7,6,64,3,0:00.21
7,6,64,4,0:00.21
7,6,64,5,0:00.19
7,7,64,1,0:00.20
7,7,64,2,0:00.20
7,7,64,3,0:00.20
7,7,64,4,0:00.18
7,7,64,5,0:00.22
8,7,64,1,0:00.20
8,7,64,2,0:00.20
8,7,64,3,0:00.19
8,7,64,4,0:00.20
8,7,64,5,0:00.22
8,8,64,1,0:00.19
8,8,64,2,0:00.20
8,8,64,3,0:00.19
8,8,64,4,0:00.20
8,8,64,5,0:00.18
9,8,64,1,0:00.20
9,8,64,2,0:00.20
9,8,64,3,0:00.23
9,8,64,4,0:00.21
9,8,64,5,0:00.20
9,9,64,1,0:00.19
9,9,64,2,0:00.20
9,9,64,3,0:00.19
9,9,64,4,0:00.19
9,9,64,5,0:00.19
10,9,64,1,0:00.19
10,9,64,2,0:00.20
10,9,64,3,0:00.21
10,9,64,4,0:00.21
10,9,64,5,0:00.20
10,10,64,1,0:00.20
10,10,64,2,0:00.20
10,10,64,3,0:00.20
10,10,64,4,0:00.20
10,10,64,5,0:00.20
11,10,64,1,0:00.20
11,10,64,2,0:00.19
11,10,64,3,0:00.21
11,10,64,4,0:00.22
11,10,64,5,0:00.19
11,11,64,1,0:00.20
11,11,64,2,0:00.20
11,11,64,3,0:00.21
11,11,64,4,0:00.20
11,11,64,5,0:00.20
12,11,64,1,0:00.21
12,11,64,2,0:00.21
12,11,64,3,0:00.20
12,11,64,4,0:00.19
12,11,64,5,0:00.20
12,12,64,1,0:00.21
12,12,64,2,0:00.20
12,12,64,3,0:00.20
12,12,64,4,0:00.19
12,12,64,5,0:00.20
13,12,64,1,0:00.20
13,12,64,2,0:00.19
13,12,64,3,0:00.20
13,12,64,4,0:00.21
13,12,64,5,0:00.21
13,13,64,1,0:00.19
13,13,64,2,0:00.21
13,13,64,3,0:00.20
13,13,64,4,0:00.20
13,13,64,5,0:00.20
14,13,64,1,0:00.20
14,13,64,2,0:00.19
14,13,64,3,0:00.20
14,13,64,4,0:00.20
14,13,64,5,0:00.19
14,14,64,1,0:00.18
14,14,64,2,0:00.19
14,14,64,3,0:00.19
14,14,64,4,0:00.21
14,14,64,5,0:00.19
15,14,64,1,0:00.21
15,14,64,2,0:00.19
15,14,64,3,0:00.20
15,14,64,4,0:00.21
15,14,64,5,0:00.19
15,15,64,1,0:00.20
15,15,64,2,0:00.19
15,15,64,3,0:00.19
15,15,64,4,0:00.18
15,15,64,5,0:00.19
16,15,64,1,0:00.21
16,15,64,2,0:00.20
16,15,64,3,0:00.19
16,15,64,4,0:00.19
16,15,64,5,0:00.17
16,16,64,1,0:00.19
16,16,64,2,0:00.19
16,16,64,3,0:00.20
16,16,64,4,0:00.21
16,16,64,5,0:00.20
17,16,64,1,0:00.19
17,16,64,2,0:00.19
17,16,64,3,0:00.21
17,16,64,4,0:00.20
17,16,64,5,0:00.20
17,17,64,1,0:00.19
17,17,64,2,0:00.19
17,17,64,3,0:00.20
17,17,64,4,0:00.19
17,17,64,5,0:00.19
18,17,64,1,0:00.19
18,17,64,2,0:00.20
18,17,64,3,0:00.19
18,17,64,4,0:00.19
18,17,64,5,0:00.20
18,18,64,1,0:00.19
18,18,64,2,0:00.20
18,18,64,3,0:00.19
18,18,64,4,0:00.20
18,18,64,5,0:00.20
19,18,64,1,0:00.20
19,18,64,2,0:00.19
19,18,64,3,0:00.20
19,18,64,4,0:00.22
19,18,64,5,0:00.19
19,19,64,1,0:00.19
19,19,64,2,0:00.20
19,19,64,3,0:00.21
19,19,64,4,0:00.19
19,19,64,5,0:00.20
20,19,64,1,0:00.20
20,19,64,2,0:00.19
20,19,64,3,0:00.20
20,19,64,4,0:00.19
20,19,64,5,0:00.19
20,20,64,1,0:00.19
20,20,64,2,0:00.18
20,20,64,3,0:00.19
20,20,64,4,0:00.20
20,20,64,5,0:00.19
21,20,64,1,0:00.19
21,20,64,2,0:00.20
21,20,64,3,0:00.19
21,20,64,4,0:00.19
21,20,64,5,0:00.20
21,21,64,1,0:00.19
21,21,64,2,0:00.19
21,21,64,3,0:00.20
21,21,64,4,0:00.20
21,21,64,5,0:00.19
22,21,64,1,0:00.21
22,21,64,2,0:00.21
22,21,64,3,0:00.19
22,21,64,4,0:00.19
22,21,64,5,0:00.18
22,22,64,1,0:00.19
22,22,64,2,0:00.19
22,22,64,3,0:00.21
22,22,64,4,0:00.20
22,22,64,5,0:00.20
23,22,64,1,0:00.20
23,22,64,2,0:00.20
23,22,64,3,0:00.22
23,22,64,4,0:00.22
23,22,64,5,0:00.20
23,23,64,1,0:00.20
23,23,64,2,0:00.21
23,23,64,3,0:00.19
23,23,64,4,0:00.20
23,23,64,5,0:00.20
24,23,64,1,0:00.19
24,23,64,2,0:00.20
24,23,64,3,0:00.19
24,23,64,4,0:00.19
24,23,64,5,0:00.23
24,24,64,1,0:00.22
24,24,64,2,0:00.21
24,24,64,3,0:00.22
24,24,64,4,0:00.20
24,24,64,5,0:00.21
25,24,64,1,0:00.20
25,24,64,2,0:00.20
25,24,64,3,0:00.20
25,24,64,4,0:00.20
25,24,64,5,0:00.22
25,25,64,1,0:00.20
25,25,64,2,0:00.20
25,25,64,3,0:00.20
25,25,64,4,0:00.21
25,25,64,5,0:00.21
26,25,64,1,0:00.20
26,25,64,2,0:00.20
26,25,64,3,0:00.18
26,25,64,4,0:00.20
26,25,64,5,0:00.21
26,26,64,1,0:00.24
26,26,64,2,0:00.21
26,26,64,3,0:00.21
26,26,64,4,0:00.20
26,26,64,5,0:00.20
27,26,64,1,0:00.22
27,26,64,2,0:00.20
27,26,64,3,0:00.20
27,26,64,4,0:00.21
27,26,64,5,0:00.22
27,27,64,1,0:00.20
27,27,64,2,0:00.22
27,27,64,3,0:00.21
27,27,64,4,0:00.20
27,27,64,5,0:00.22
28,27,64,1,0:00.19
28,27,64,2,0:00.19
28,27,64,3,0:00.19
28,27,64,4,0:00.19
28,27,64,5,0:00.19
28,28,64,1,0:00.19
28,28,64,2,0:00.19
28,28,64,3,0:00.19
28,28,64,4,0:00.19
28,28,64,5,0:00.20
29,28,64,1,0:00.19
29,28,64,2,0:00.20
29,28,64,3,0:00.19
29,28,64,4,0:00.19
29,28,64,5,0:00.18
29,29,64,1,0:00.19
29,29,64,2,0:00.19
29,29,64,3,0:00.19
29,29,64,4,0:00.18
29,29,64,5,0:00.19
30,29,64,1,0:00.21
30,29,64,2,0:00.19
30,29,64,3,0:00.24
30,29,64,4,0:00.20
30,29,64,5,0:00.19
30,30,64,1,0:00.19
30,30,64,2,0:00.18
30,30,64,3,0:00.19
30,30,64,4,0:00.19
30,30,64,5,0:00.19
31,30,64,1,0:00.19
31,30,64,2,0:00.19
31,30,64,3,0:00.20
31,30,64,4,0:00.19
31,30,64,5,0:00.19
31,31,64,1,0:00.18
31,31,64,2,0:00.19
31,31,64,3,0:00.20
31,31,64,4,0:00.19
31,31,64,5,0:00.19
32,31,64,1,0:00.19
32,31,64,2,0:00.19
32,31,64,3,0:00.19
32,31,64,4,0:00.19
32,31,64,5,0:00.20
32,32,64,1,0:00.20
32,32,64,2,0:00.18
32,32,64,3,0:00.18
32,32,64,4,0:00.22
32,32,64,5,0:00.21
