nb_reader,nb_writer,nb threads,Mesure i,time
20,20,8,4,0.03
20,20,8,5,0.03
21,20,8,1,0.03
21,20,8,2,0.03
21,20,8,3,0.03
21,20,8,4,0.04
21,20,8,5,0.03
21,21,8,1,0.03
21,21,8,2,0.03
21,21,8,3,0.03
21,21,8,4,0.03
21,21,8,5,0.03
22,21,8,1,0.03
22,21,8,2,0.03
22,21,8,3,0.03
22,21,8,4,0.03
22,21,8,5,0.03
22,22,8,1,0.03
22,22,8,2,0.03
22,22,8,3,0.04
22,22,8,4,0.04
22,22,8,5,0.03
23,22,8,1,0.03
23,22,8,2,0.03
23,22,8,3,0.03
23,22,8,4,0.04
23,22,8,5,0.03
23,23,8,1,0.03
23,23,8,2,0.03
23,23,8,3,0.03
23,23,8,4,0.03
23,23,8,5,0.03
24,23,8,1,0.03
24,23,8,2,0.03
24,23,8,3,0.03
24,23,8,4,0.03
24,23,8,5,0.03
24,24,8,1,0.03
24,24,8,2,0.03
24,24,8,3,0.03
24,24,8,4,0.03
24,24,8,5,0.04
25,24,8,1,0.03
25,24,8,2,0.03
25,24,8,3,0.03
25,24,8,4,0.03
25,24,8,5,0.03
25,25,8,1,0.03
25,25,8,2,0.03
25,25,8,3,0.03
25,25,8,4,0.03
25,25,8,5,0.03
26,25,8,1,0.03
26,25,8,2,0.03
26,25,8,3,0.03
26,25,8,4,0.03
26,25,8,5,0.03
26,26,8,1,0.03
26,26,8,2,0.03
26,26,8,3,0.03
26,26,8,4,0.03
26,26,8,5,0.03
27,26,8,1,0.03
27,26,8,2,0.03
27,26,8,3,0.03
27,26,8,4,0.03
27,26,8,5,0.03
27,27,8,1,0.03
27,27,8,2,0.04
27,27,8,3,0.03
27,27,8,4,0.03
27,27,8,5,0.03
28,27,8,1,0.04
28,27,8,2,0.03
28,27,8,3,0.03
28,27,8,4,0.03
28,27,8,5,0.03
28,28,8,1,0.03
28,28,8,2,0.03
28,28,8,3,0.03
28,28,8,4,0.03
28,28,8,5,0.03
29,28,8,1,0.03
29,28,8,2,0.03
29,28,8,3,0.03
29,28,8,4,0.03
29,28,8,5,0.03
29,29,8,1,0.04
29,29,8,2,0.03
29,29,8,3,0.03
29,29,8,4,0.03
29,29,8,5,0.04
30,29,8,1,0.03
30,29,8,2,0.03
30,29,8,3,0.03
30,29,8,4,0.04
30,29,8,5,0.03
30,30,8,1,0.03
30,30,8,2,0.03
30,30,8,3,0.03
30,30,8,4,0.03
30,30,8,5,0.04
31,30,8,1,0.03
31,30,8,2,0.03
31,30,8,3,0.03
31,30,8,4,0.03
31,30,8,5,0.04
31,31,8,1,0.04
31,31,8,2,0.03
31,31,8,3,0.03
31,31,8,4,0.03
31,31,8,5,0.03
32,31,8,1,0.03
32,31,8,2,0.03
32,31,8,3,0.03
32,31,8,4,0.03
32,31,8,5,0.03
32,32,8,1,0.03
32,32,8,2,0.03
32,32,8,3,0.03
32,32,8,4,0.03
32,32,8,5,0.03
1,1,16,1,0.06
1,1,16,2,0.08
1,1,16,3,0.06
1,1,16,4,0.07
1,1,16,5,0.06
2,1,16,1,0.06
2,1,16,2,0.06
2,1,16,3,0.06
2,1,16,4,0.06
2,1,16,5,0.06
2,2,16,1,0.03
2,2,16,2,0.04
2,2,16,3,0.04
2,2,16,4,0.05
2,2,16,5,0.04
3,2,16,1,0.04
3,2,16,2,0.05
3,2,16,3,0.04
3,2,16,4,0.04
3,2,16,5,0.04
3,3,16,1,0.04
3,3,16,2,0.03
3,3,16,3,0.03
3,3,16,4,0.03
3,3,16,5,0.03
4,3,16,1,0.03
4,3,16,2,0.03
4,3,16,3,0.03
4,3,16,4,0.03
4,3,16,5,0.03
4,4,16,1,0.03
4,4,16,2,0.03
4,4,16,3,0.03
4,4,16,4,0.03
4,4,16,5,0.03
5,4,16,1,0.03
5,4,16,2,0.03
5,4,16,3,0.03
5,4,16,4,0.03
5,4,16,5,0.03
5,5,16,1,0.03
5,5,16,2,0.03
5,5,16,3,0.03
5,5,16,4,0.03
5,5,16,5,0.03
6,5,16,1,0.03
6,5,16,2,0.03
6,5,16,3,0.03
6,5,16,4,0.03
6,5,16,5,0.03
6,6,16,1,0.03
6,6,16,2,0.03
6,6,16,3,0.03
6,6,16,4,0.03
6,6,16,5,0.03
7,6,16,1,0.03
7,6,16,2,0.03
7,6,16,3,0.03
7,6,16,4,0.03
7,6,16,5,0.03
7,7,16,1,0.03
7,7,16,2,0.03
7,7,16,3,0.03
7,7,16,4,0.03
7,7,16,5,0.03
8,7,16,1,0.03
8,7,16,2,0.03
8,7,16,3,0.03
8,7,16,4,0.03
8,7,16,5,0.03
8,8,16,1,0.03
8,8,16,2,0.03
8,8,16,3,0.03
8,8,16,4,0.03
8,8,16,5,0.03
9,8,16,1,0.03
9,8,16,2,0.03
9,8,16,3,0.03
9,8,16,4,0.03
9,8,16,5,0.03
9,9,16,1,0.03
9,9,16,2,0.03
9,9,16,3,0.03
9,9,16,4,0.03
9,9,16,5,0.03
10,9,16,1,0.03
10,9,16,2,0.03
10,9,16,3,0.03
10,9,16,4,0.03
10,9,16,5,0.03
10,10,16,1,0.03
10,10,16,2,0.03
10,10,16,3,0.03
10,10,16,4,0.03
10,10,16,5,0.03
11,10,16,1,0.03
11,10,16,2,0.03
11,10,16,3,0.03
11,10,16,4,0.03
11,10,16,5,0.03
11,11,16,1,0.03
11,11,16,2,0.03
11,11,16,3,0.03
11,11,16,4,0.03
11,11,16,5,0.03
12,11,16,1,0.03
12,11,16,2,0.03
12,11,16,3,0.03
12,11,16,4,0.03
12,11,16,5,0.03
12,12,16,1,0.03
12,12,16,2,0.03
12,12,16,3,0.03
12,12,16,4,0.03
12,12,16,5,0.03
13,12,16,1,0.03
13,12,16,2,0.03
13,12,16,3,0.03
13,12,16,4,0.03
13,12,16,5,0.03
13,13,16,1,0.03
13,13,16,2,0.03
13,13,16,3,0.08
13,13,16,4,0.04
13,13,16,5,0.03
14,13,16,1,0.03
14,13,16,2,0.05
14,13,16,3,0.03
14,13,16,4,0.03
14,13,16,5,0.04
14,14,16,1,0.03
14,14,16,2,0.03
14,14,16,3,0.03
14,14,16,4,0.03
14,14,16,5,0.04
15,14,16,1,0.03
15,14,16,2,0.03
15,14,16,3,0.03
15,14,16,4,0.03
15,14,16,5,0.04
15,15,16,1,0.03
15,15,16,2,0.03
15,15,16,3,0.03
15,15,16,4,0.03
15,15,16,5,0.03
16,15,16,1,0.03
16,15,16,2,0.03
16,15,16,3,0.03
16,15,16,4,0.03
16,15,16,5,0.03
16,16,16,1,0.03
16,16,16,2,0.03
16,16,16,3,0.04
16,16,16,4,0.03
16,16,16,5,0.03
17,16,16,1,0.03
17,16,16,2,0.03
17,16,16,3,0.03
17,16,16,4,0.03
17,16,16,5,0.03
17,17,16,1,0.03
17,17,16,2,0.03
17,17,16,3,0.04
17,17,16,4,0.03
17,17,16,5,0.03
18,17,16,1,0.03
18,17,16,2,0.03
18,17,16,3,0.03
18,17,16,4,0.03
18,17,16,5,0.03
18,18,16,1,0.03
18,18,16,2,0.03
18,18,16,3,0.04
18,18,16,4,0.03
18,18,16,5,0.03
19,18,16,1,0.03
19,18,16,2,0.03
19,18,16,3,0.03
19,18,16,4,0.03
19,18,16,5,0.03
19,19,16,1,0.04
19,19,16,2,0.03
19,19,16,3,0.03
19,19,16,4,0.03
19,19,16,5,0.04
20,19,16,1,0.03
20,19,16,2,0.03
20,19,16,3,0.03
20,19,16,4,0.04
20,19,16,5,0.03
20,20,16,1,0.03
20,20,16,2,0.03
20,20,16,3,0.03
20,20,16,4,0.03
20,20,16,5,0.03
21,20,16,1,0.03
21,20,16,2,0.03
21,20,16,3,0.03
21,20,16,4,0.03
21,20,16,5,0.03
21,21,16,1,0.03
21,21,16,2,0.03
21,21,16,3,0.03
21,21,16,4,0.03
21,21,16,5,0.03
22,21,16,1,0.03
22,21,16,2,0.03
22,21,16,3,0.03
22,21,16,4,0.03
22,21,16,5,0.03
22,22,16,1,0.03
22,22,16,2,0.03
22,22,16,3,0.03
22,22,16,4,0.03
22,22,16,5,0.03
23,22,16,1,0.03
23,22,16,2,0.03
23,22,16,3,0.03
23,22,16,4,0.03
23,22,16,5,0.03
23,23,16,1,0.03
23,23,16,2,0.03
23,23,16,3,0.03
23,23,16,4,0.03
23,23,16,5,0.03
24,23,16,1,0.03
24,23,16,2,0.03
24,23,16,3,0.03
24,23,16,4,0.03
24,23,16,5,0.03
24,24,16,1,0.03
24,24,16,2,0.03
24,24,16,3,0.04
24,24,16,4,0.03
24,24,16,5,0.03
25,24,16,1,0.03
25,24,16,2,0.03
25,24,16,3,0.04
25,24,16,4,0.04
25,24,16,5,0.03
25,25,16,1,0.03
25,25,16,2,0.03
25,25,16,3,0.03
25,25,16,4,0.04
25,25,16,5,0.04
26,25,16,1,0.03
26,25,16,2,0.03
26,25,16,3,0.03
26,25,16,4,0.03
26,25,16,5,0.03
26,26,16,1,0.03
26,26,16,2,0.03
26,26,16,3,0.04
26,26,16,4,0.03
26,26,16,5,0.03
27,26,16,1,0.03
27,26,16,2,0.03
27,26,16,3,0.03
27,26,16,4,0.08
27,26,16,5,0.04
27,27,16,1,0.04
27,27,16,2,0.05
27,27,16,3,0.04
27,27,16,4,0.04
27,27,16,5,0.03
28,27,16,1,0.04
28,27,16,2,0.03
28,27,16,3,0.04
28,27,16,4,0.03
28,27,16,5,0.03
28,28,16,1,0.03
28,28,16,2,0.04
28,28,16,3,0.04
28,28,16,4,0.03
28,28,16,5,0.04
29,28,16,1,0.03
29,28,16,2,0.03
29,28,16,3,0.03
29,28,16,4,0.04
29,28,16,5,0.04
29,29,16,1,0.03
29,29,16,2,0.03
29,29,16,3,0.04
29,29,16,4,0.03
29,29,16,5,0.04
30,29,16,1,0.04
30,29,16,2,0.04
30,29,16,3,0.03
30,29,16,4,0.04
30,29,16,5,0.04
30,30,16,1,0.04
30,30,16,2,0.03
30,30,16,3,0.04
30,30,16,4,0.04
30,30,16,5,0.04
31,30,16,1,0.03
31,30,16,2,0.04
31,30,16,3,0.04
31,30,16,4,0.04
31,30,16,5,0.03
31,31,16,1,0.03
31,31,16,2,0.03
31,31,16,3,0.03
31,31,16,4,0.04
31,31,16,5,0.03
32,31,16,1,0.04
32,31,16,2,0.05
32,31,16,3,0.04
32,31,16,4,0.04
32,31,16,5,0.04
32,32,16,1,0.03
32,32,16,2,0.04
32,32,16,3,0.03
32,32,16,4,0.03
32,32,16,5,0.04
1,1,32,1,0.07
1,1,32,2,0.07
1,1,32,3,0.07
1,1,32,4,0.07
1,1,32,5,0.06
2,1,32,1,0.06
2,1,32,2,0.06
2,1,32,3,0.06
2,1,32,4,0.07
2,1,32,5,0.07
2,2,32,1,0.04
2,2,32,2,0.04
2,2,32,3,0.04
2,2,32,4,0.04
2,2,32,5,0.04
3,2,32,1,0.04
3,2,32,2,0.04
3,2,32,3,0.04
3,2,32,4,0.04
3,2,32,5,0.04
3,3,32,1,0.03
3,3,32,2,0.03
3,3,32,3,0.04
3,3,32,4,0.03
3,3,32,5,0.03
4,3,32,1,0.03
4,3,32,2,0.03
4,3,32,3,0.03
4,3,32,4,0.04
4,3,32,5,0.04
4,4,32,1,0.04
4,4,32,2,0.03
4,4,32,3,0.03
4,4,32,4,0.04
4,4,32,5,0.03
5,4,32,1,0.04
5,4,32,2,0.03
5,4,32,3,0.04
5,4,32,4,0.04
5,4,32,5,0.03
5,5,32,1,0.03
5,5,32,2,0.03
5,5,32,3,0.03
5,5,32,4,0.03
5,5,32,5,0.03
6,5,32,1,0.03
6,5,32,2,0.03
6,5,32,3,0.03
6,5,32,4,0.03
6,5,32,5,0.03
6,6,32,1,0.04
6,6,32,2,0.04
6,6,32,3,0.03
6,6,32,4,0.03
6,6,32,5,0.04
7,6,32,1,0.04
7,6,32,2,0.03
7,6,32,3,0.04
7,6,32,4,0.03
7,6,32,5,0.03
7,7,32,1,0.04
7,7,32,2,0.03
7,7,32,3,0.03
7,7,32,4,0.03
7,7,32,5,0.03
8,7,32,1,0.03
8,7,32,2,0.03
8,7,32,3,0.03
8,7,32,4,0.04
8,7,32,5,0.04
8,8,32,1,0.03
8,8,32,2,0.04
8,8,32,3,0.04
8,8,32,4,0.04
8,8,32,5,0.04
9,8,32,1,0.05
9,8,32,2,0.03
9,8,32,3,0.03
9,8,32,4,0.03
9,8,32,5,0.05
9,9,32,1,0.03
9,9,32,2,0.03
9,9,32,3,0.03
9,9,32,4,0.05
9,9,32,5,0.03
10,9,32,1,0.04
10,9,32,2,0.03
10,9,32,3,0.05
10,9,32,4,0.04
10,9,32,5,0.04
10,10,32,1,0.04
10,10,32,2,0.04
10,10,32,3,0.03
10,10,32,4,0.03
10,10,32,5,0.04
11,10,32,1,0.04
11,10,32,2,0.03
11,10,32,3,0.04
11,10,32,4,0.04
11,10,32,5,0.03
11,11,32,1,0.03
11,11,32,2,0.03
11,11,32,3,0.04
11,11,32,4,0.04
11,11,32,5,0.03
12,11,32,1,0.04
12,11,32,2,0.03
12,11,32,3,0.03
12,11,32,4,0.03
12,11,32,5,0.04
12,12,32,1,0.03
12,12,32,2,0.04
12,12,32,3,0.04
12,12,32,4,0.03
12,12,32,5,0.04
13,12,32,1,0.03
13,12,32,2,0.04
13,12,32,3,0.04
13,12,32,4,0.03
13,12,32,5,0.04
13,13,32,1,0.03
13,13,32,2,0.04
13,13,32,3,0.03
13,13,32,4,0.03
13,13,32,5,0.03
14,13,32,1,0.03
14,13,32,2,0.03
14,13,32,3,0.03
14,13,32,4,0.03
14,13,32,5,0.04
14,14,32,1,0.04
14,14,32,2,0.03
14,14,32,3,0.04
14,14,32,4,0.04
14,14,32,5,0.03
15,14,32,1,0.03
15,14,32,2,0.04
15,14,32,3,0.03
15,14,32,4,0.03
15,14,32,5,0.04
15,15,32,1,0.03
15,15,32,2,0.03
15,15,32,3,0.03
15,15,32,4,0.03
15,15,32,5,0.03
16,15,32,1,0.04
16,15,32,2,0.04
16,15,32,3,0.04
16,15,32,4,0.03
16,15,32,5,0.04
16,16,32,1,0.03
16,16,32,2,0.03
16,16,32,3,0.04
16,16,32,4,0.03
16,16,32,5,0.03
17,16,32,1,0.04
17,16,32,2,0.03
17,16,32,3,0.04
17,16,32,4,0.04
17,16,32,5,0.05
17,17,32,1,0.07
17,17,32,2,0.09
17,17,32,3,0.10
17,17,32,4,0.05
17,17,32,5,0.05
18,17,32,1,0.04
18,17,32,2,0.05
18,17,32,3,0.04
18,17,32,4,0.04
18,17,32,5,0.05
18,18,32,1,0.03
18,18,32,2,0.04
18,18,32,3,0.04
18,18,32,4,0.04
18,18,32,5,0.04
19,18,32,1,0.04
19,18,32,2,0.04
19,18,32,3,0.04
19,18,32,4,0.04
19,18,32,5,0.04
19,19,32,1,0.05
19,19,32,2,0.05
19,19,32,3,0.04
19,19,32,4,0.04
19,19,32,5,0.04
20,19,32,1,0.03
20,19,32,2,0.03
20,19,32,3,0.04
20,19,32,4,0.04
20,19,32,5,0.03
20,20,32,1,0.04
20,20,32,2,0.04
20,20,32,3,0.03
20,20,32,4,0.03
20,20,32,5,0.03
21,20,32,1,0.04
21,20,32,2,0.04
21,20,32,3,0.03
21,20,32,4,0.04
21,20,32,5,0.04
21,21,32,1,0.04
21,21,32,2,0.04
21,21,32,3,0.03
21,21,32,4,0.03
21,21,32,5,0.03
22,21,32,1,0.04
22,21,32,2,0.04
22,21,32,3,0.03
22,21,32,4,0.04
22,21,32,5,0.04
22,22,32,1,0.04
22,22,32,2,0.03
22,22,32,3,0.03
22,22,32,4,0.04
22,22,32,5,0.03
23,22,32,1,0.04
23,22,32,2,0.04
23,22,32,3,0.04
23,22,32,4,0.04
23,22,32,5,0.04
23,23,32,1,0.03
23,23,32,2,0.04
23,23,32,3,0.04
23,23,32,4,0.03
23,23,32,5,0.04
24,23,32,1,0.04
24,23,32,2,0.04
24,23,32,3,0.04
24,23,32,4,0.04
24,23,32,5,0.04
24,24,32,1,0.04
24,24,32,2,0.03
24,24,32,3,0.03
24,24,32,4,0.03
24,24,32,5,0.04
25,24,32,1,0.03
25,24,32,2,0.04
25,24,32,3,0.04
25,24,32,4,0.03
25,24,32,5,0.04
25,25,32,1,0.04
25,25,32,2,0.04
25,25,32,3,0.04
25,25,32,4,0.04
25,25,32,5,0.04
26,25,32,1,0.04
26,25,32,2,0.04
26,25,32,3,0.04
26,25,32,4,0.04
26,25,32,5,0.04
26,26,32,1,0.04
26,26,32,2,0.04
26,26,32,3,0.03
26,26,32,4,0.04
26,26,32,5,0.04
27,26,32,1,0.04
27,26,32,2,0.04
27,26,32,3,0.04
27,26,32,4,0.04
27,26,32,5,0.04
27,27,32,1,0.04
27,27,32,2,0.04
27,27,32,3,0.04
27,27,32,4,0.04
27,27,32,5,0.04
28,27,32,1,0.04
28,27,32,2,0.04
28,27,32,3,0.04
28,27,32,4,0.03
28,27,32,5,0.04
28,28,32,1,0.04
28,28,32,2,0.03
28,28,32,3,0.04
28,28,32,4,0.04
28,28,32,5,0.03
29,28,32,1,0.04
29,28,32,2,0.03
29,28,32,3,0.04
29,28,32,4,0.04
29,28,32,5,0.03
29,29,32,1,0.04
29,29,32,2,0.03
29,29,32,3,0.04
29,29,32,4,0.04
29,29,32,5,0.04
30,29,32,1,0.04
30,29,32,2,0.03
30,29,32,3,0.04
30,29,32,4,0.04
30,29,32,5,0.03
30,30,32,1,0.04
30,30,32,2,0.04
30,30,32,3,0.04
30,30,32,4,0.04
30,30,32,5,0.04
31,30,32,1,0.04
31,30,32,2,0.04
31,30,32,3,0.09
31,30,32,4,0.04
31,30,32,5,0.04
31,31,32,1,0.03
31,31,32,2,0.04
31,31,32,3,0.04
31,31,32,4,0.04
31,31,32,5,0.04
32,31,32,1,0.04
32,31,32,2,0.04
32,31,32,3,0.04
32,31,32,4,0.04
32,31,32,5,0.03
32,32,32,1,0.03
32,32,32,2,0.04
32,32,32,3,0.04
32,32,32,4,0.04
32,32,32,5,0.03
1,1,64,1,0.07
1,1,64,2,0.07
1,1,64,3,0.06
1,1,64,4,0.07
1,1,64,5,0.08
2,1,64,1,0.06
2,1,64,2,0.07
2,1,64,3,0.07
2,1,64,4,0.07
2,1,64,5,0.07
2,2,64,1,0.04
2,2,64,2,0.04
2,2,64,3,0.04
2,2,64,4,0.05
2,2,64,5,0.04
3,2,64,1,0.04
3,2,64,2,0.04
3,2,64,3,0.05
3,2,64,4,0.04
3,2,64,5,0.05
3,3,64,1,0.03
3,3,64,2,0.03
3,3,64,3,0.03
3,3,64,4,0.03
3,3,64,5,0.03
4,3,64,1,0.03
4,3,64,2,0.03
4,3,64,3,0.04
4,3,64,4,0.03
4,3,64,5,0.03
4,4,64,1,0.04
4,4,64,2,0.03
4,4,64,3,0.03
4,4,64,4,0.03
4,4,64,5,0.03
5,4,64,1,0.04
5,4,64,2,0.04
5,4,64,3,0.03
5,4,64,4,0.03
5,4,64,5,0.03
5,5,64,1,0.04
5,5,64,2,0.03
5,5,64,3,0.04
5,5,64,4,0.03
5,5,64,5,0.04
6,5,64,1,0.03
6,5,64,2,0.03
6,5,64,3,0.04
6,5,64,4,0.04
6,5,64,5,0.03
6,6,64,1,0.03
6,6,64,2,0.04
6,6,64,3,0.03
6,6,64,4,0.03
6,6,64,5,0.03
7,6,64,1,0.03
7,6,64,2,0.03
7,6,64,3,0.03
7,6,64,4,0.03
7,6,64,5,0.03
7,7,64,1,0.03
7,7,64,2,0.04
7,7,64,3,0.03
7,7,64,4,0.03
7,7,64,5,0.03
8,7,64,1,0.03
8,7,64,2,0.04
8,7,64,3,0.03
8,7,64,4,0.04
8,7,64,5,0.03
8,8,64,1,0.03
8,8,64,2,0.03
8,8,64,3,0.03
8,8,64,4,0.03
8,8,64,5,0.03
9,8,64,1,0.03
9,8,64,2,0.03
9,8,64,3,0.03
9,8,64,4,0.04
9,8,64,5,0.03
9,9,64,1,0.03
9,9,64,2,0.03
9,9,64,3,0.03
9,9,64,4,0.03
9,9,64,5,0.03
10,9,64,1,0.03
10,9,64,2,0.03
10,9,64,3,0.03
10,9,64,4,0.03
10,9,64,5,0.03
10,10,64,1,0.03
10,10,64,2,0.03
10,10,64,3,0.03
10,10,64,4,0.04
10,10,64,5,0.03
11,10,64,1,0.03
11,10,64,2,0.04
11,10,64,3,0.04
11,10,64,4,0.03
11,10,64,5,0.04
11,11,64,1,0.03
11,11,64,2,0.03
11,11,64,3,0.03
11,11,64,4,0.03
11,11,64,5,0.03
12,11,64,1,0.03
12,11,64,2,0.03
12,11,64,3,0.03
12,11,64,4,0.03
12,11,64,5,0.03
12,12,64,1,0.03
12,12,64,2,0.03
12,12,64,3,0.03
12,12,64,4,0.04
12,12,64,5,0.03
13,12,64,1,0.03
13,12,64,2,0.04
13,12,64,3,0.04
13,12,64,4,0.03
13,12,64,5,0.04
13,13,64,1,0.04
13,13,64,2,0.04
13,13,64,3,0.04
13,13,64,4,0.05
13,13,64,5,0.04
14,13,64,1,0.03
14,13,64,2,0.03
14,13,64,3,0.04
14,13,64,4,0.03
14,13,64,5,0.03
14,14,64,1,0.03
14,14,64,2,0.03
14,14,64,3,0.03
14,14,64,4,0.03
14,14,64,5,0.04
15,14,64,1,0.03
15,14,64,2,0.03
15,14,64,3,0.03
15,14,64,4,0.03
15,14,64,5,0.03
15,15,64,1,0.03
15,15,64,2,0.04
15,15,64,3,0.03
15,15,64,4,0.04
15,15,64,5,0.03
16,15,64,1,0.03
16,15,64,2,0.03
16,15,64,3,0.03
16,15,64,4,0.03
16,15,64,5,0.03
16,16,64,1,0.03
16,16,64,2,0.03
16,16,64,3,0.03
16,16,64,4,0.03
16,16,64,5,0.03
17,16,64,1,0.03
17,16,64,2,0.03
17,16,64,3,0.03
17,16,64,4,0.04
17,16,64,5,0.03
17,17,64,1,0.03
17,17,64,2,0.04
17,17,64,3,0.03
17,17,64,4,0.03
17,17,64,5,0.03
18,17,64,1,0.03
18,17,64,2,0.03
18,17,64,3,0.03
18,17,64,4,0.03
18,17,64,5,0.03
18,18,64,1,0.03
18,18,64,2,0.04
18,18,64,3,0.04
18,18,64,4,0.03
18,18,64,5,0.03
19,18,64,1,0.03
19,18,64,2,0.03
19,18,64,3,0.03
19,18,64,4,0.03
19,18,64,5,0.03
19,19,64,1,0.03
19,19,64,2,0.03
19,19,64,3,0.03
19,19,64,4,0.03
19,19,64,5,0.03
20,19,64,1,0.03
20,19,64,2,0.03
20,19,64,3,0.03
20,19,64,4,0.03
20,19,64,5,0.03
20,20,64,1,0.03
20,20,64,2,0.03
20,20,64,3,0.03
20,20,64,4,0.03
20,20,64,5,0.03
21,20,64,1,0.03
21,20,64,2,0.03
21,20,64,3,0.03
21,20,64,4,0.04
21,20,64,5,0.03
21,21,64,1,0.03
21,21,64,2,0.03
21,21,64,3,0.03
21,21,64,4,0.03
21,21,64,5,0.03
22,21,64,1,0.04
22,21,64,2,0.03
22,21,64,3,0.03
22,21,64,4,0.04
22,21,64,5,0.03
22,22,64,1,0.03
22,22,64,2,0.03
22,22,64,3,0.04
22,22,64,4,0.03
22,22,64,5,0.03
23,22,64,1,0.04
23,22,64,2,0.04
23,22,64,3,0.03
23,22,64,4,0.03
23,22,64,5,0.03
23,23,64,1,0.03
23,23,64,2,0.03
23,23,64,3,0.03
23,23,64,4,0.03
23,23,64,5,0.03
24,23,64,1,0.03
24,23,64,2,0.03
24,23,64,3,0.03
24,23,64,4,0.03
24,23,64,5,0.03
24,24,64,1,0.04
24,24,64,2,0.03
24,24,64,3,0.03
24,24,64,4,0.03
24,24,64,5,0.04
25,24,64,1,0.04
25,24,64,2,0.03
25,24,64,3,0.03
25,24,64,4,0.04
25,24,64,5,0.03
25,25,64,1,0.04
25,25,64,2,0.04
25,25,64,3,0.03
25,25,64,4,0.04
25,25,64,5,0.03
26,25,64,1,0.04
26,25,64,2,0.03
26,25,64,3,0.04
26,25,64,4,0.03
26,25,64,5,0.03
26,26,64,1,0.03
26,26,64,2,0.03
26,26,64,3,0.03
26,26,64,4,0.03
26,26,64,5,0.03
27,26,64,1,0.03
27,26,64,2,0.03
27,26,64,3,0.03
27,26,64,4,0.04
27,26,64,5,0.03
27,27,64,1,0.03
27,27,64,2,0.04
27,27,64,3,0.03
27,27,64,4,0.04
27,27,64,5,0.03
28,27,64,1,0.03
28,27,64,2,0.03
28,27,64,3,0.04
28,27,64,4,0.03
28,27,64,5,0.03
28,28,64,1,0.03
28,28,64,2,0.03
28,28,64,3,0.03
28,28,64,4,0.04
28,28,64,5,0.03
29,28,64,1,0.04
29,28,64,2,0.03
29,28,64,3,0.03
29,28,64,4,0.03
29,28,64,5,0.03
29,29,64,1,0.03
29,29,64,2,0.03
29,29,64,3,0.04
29,29,64,4,0.04
29,29,64,5,0.03
30,29,64,1,0.03
30,29,64,2,0.03
30,29,64,3,0.04
30,29,64,4,0.03
30,29,64,5,0.04
30,30,64,1,0.04
30,30,64,2,0.03
30,30,64,3,0.03
30,30,64,4,0.03
30,30,64,5,0.03
31,30,64,1,0.03
31,30,64,2,0.03
31,30,64,3,0.03
31,30,64,4,0.04
31,30,64,5,0.03
31,31,64,1,0.03
31,31,64,2,0.04
31,31,64,3,0.03
31,31,64,4,0.03
31,31,64,5,0.03
32,31,64,1,0.04
32,31,64,2,0.04
32,31,64,3,0.04
32,31,64,4,0.03
32,31,64,5,0.03
32,32,64,1,0.04
32,32,64,2,0.03
32,32,64,3,0.03
32,32,64,4,0.03
32,32,64,5,0.03
